segment_filename	start_time	end_time	transcription
f30506c0746da61cb4ed744ac4d36ba8_seg2.wav	1.5	3.0	bezpieczeństwa mydła
f30506c0746da61cb4ed744ac4d36ba8_seg3.wav	2.25	3.75	własnej osoby
f30506c0746da61cb4ed744ac4d36ba8_seg4.wav	3.0	4.5	
f1d9d993e1989525e63beb88debda2dc_seg0.wav	0.0	1.5	ostatnich czas
f1d9d993e1989525e63beb88debda2dc_seg1.wav	0.75	2.25	czasach władze sowieckie
f1d9d993e1989525e63beb88debda2dc_seg2.wav	1.5	3.0	sowieckie poczęły
f1d9d993e1989525e63beb88debda2dc_seg3.wav	2.25	3.75	wprowadzać oszczędź
f1d9d993e1989525e63beb88debda2dc_seg4.wav	3.0	4.5	oszczędności kosztem
f1d9d993e1989525e63beb88debda2dc_seg5.wav	3.75	5.25	Świadczeń Socjalnych
f1d9d993e1989525e63beb88debda2dc_seg6.wav	4.5	6.0	socjalnych robotnik
f1d9d993e1989525e63beb88debda2dc_seg7.wav	5.25	6.75	lotniczych
f1d9d993e1989525e63beb88debda2dc_seg8.wav	6.0	7.5	
05d76780f7691c52edf5a444f2c6d6fe_seg0.wav	0.0	1.5	poza tym nie chciała
05d76780f7691c52edf5a444f2c6d6fe_seg1.wav	0.75	2.25	chciała mieć żadnego z
05d76780f7691c52edf5a444f2c6d6fe_seg2.wav	1.5	3.0	znicz na sumieniu
05d76780f7691c52edf5a444f2c6d6fe_seg3.wav	2.25	3.75	
857d51b95b34b8239cb6bc7345052148_seg0.wav	0.0	1.5	powiedziałem Iza
857d51b95b34b8239cb6bc7345052148_seg1.wav	0.75	2.25	zaraz o tobie
857d51b95b34b8239cb6bc7345052148_seg2.wav	1.5	3.0	ale wybuchnę
857d51b95b34b8239cb6bc7345052148_seg3.wav	2.25	3.75	tylko śmiechem
857d51b95b34b8239cb6bc7345052148_seg4.wav	3.0	4.5	
ee7ed278b6395c204a14899ca5fac69f_seg0.wav	0.0	1.5	jego przecież
ee7ed278b6395c204a14899ca5fac69f_seg1.wav	0.75	2.25	przecież trzeba załatwić
ee7ed278b6395c204a14899ca5fac69f_seg2.wav	1.5	3.0	pić
ea8ca3027ff9c40e0878d64e102e92aa_seg0.wav	0.0	1.5	na wyspach Wolin
ea8ca3027ff9c40e0878d64e102e92aa_seg1.wav	0.75	2.25	Polinezji istnieje
ea8ca3027ff9c40e0878d64e102e92aa_seg2.wav	1.5	3.0	piękna legenda
ea8ca3027ff9c40e0878d64e102e92aa_seg3.wav	2.25	3.75	o pochodzeniu śmiech
ea8ca3027ff9c40e0878d64e102e92aa_seg4.wav	3.0	4.5	śmierdzi
ea8ca3027ff9c40e0878d64e102e92aa_seg5.wav	3.75	5.25	
b2fe7e5f4bafc11c3a4d53af7b526cc7_seg0.wav	0.0	1.5	jest brązowa
b2fe7e5f4bafc11c3a4d53af7b526cc7_seg1.wav	0.75	2.25	brązowa
b2fe7e5f4bafc11c3a4d53af7b526cc7_seg2.wav	1.5	3.0	pewnie zardzewiała
b2fe7e5f4bafc11c3a4d53af7b526cc7_seg3.wav	2.25	3.75	
d77ac226cc43b6a6282b697991ab5900_seg0.wav	0.0	1.5	jedno tylko
d77ac226cc43b6a6282b697991ab5900_seg1.wav	0.75	2.25	tylko Niepokoju Maciuś
d77ac226cc43b6a6282b697991ab5900_seg2.wav	1.5	3.0	Maciusia
d77ac226cc43b6a6282b697991ab5900_seg3.wav	2.25	3.75	
8315fc7751014c9c538a7f5988deaea3_seg0.wav	0.0	1.5	nowy już śniący
8315fc7751014c9c538a7f5988deaea3_seg1.wav	0.75	2.25	cylinder 100
8315fc7751014c9c538a7f5988deaea3_seg2.wav	1.5	3.0	stał za nim na podłodze
8315fc7751014c9c538a7f5988deaea3_seg3.wav	2.25	3.75	władze
6f03d4ccbe5f2e0a1620640bd27ed00e_seg0.wav	0.0	1.5	do inny
6f03d4ccbe5f2e0a1620640bd27ed00e_seg1.wav	0.75	2.25	innych fajnych
6f03d4ccbe5f2e0a1620640bd27ed00e_seg2.wav	1.5	3.0	rzeczy
f2d5df1fdf9a0593554390a6043658e5_seg0.wav	0.0	1.5	nie ukrywała
f2d5df1fdf9a0593554390a6043658e5_seg1.wav	0.75	2.25	że nie co on
f2d5df1fdf9a0593554390a6043658e5_seg2.wav	1.5	3.0	to interesowało
f2d5df1fdf9a0593554390a6043658e5_seg3.wav	2.25	3.75	
a7df4a5a5a372af3eed7c488ef7b444d_seg0.wav	0.0	1.5	spaceruję cię
a7df4a5a5a372af3eed7c488ef7b444d_seg1.wav	0.75	2.25	pomiędzy starym
a7df4a5a5a372af3eed7c488ef7b444d_seg2.wav	1.5	3.0	starymi magazynami
a7df4a5a5a372af3eed7c488ef7b444d_seg3.wav	2.25	3.75	powybijane
a7df4a5a5a372af3eed7c488ef7b444d_seg4.wav	3.0	4.5	szybami
a7df4a5a5a372af3eed7c488ef7b444d_seg5.wav	3.75	5.25	powyrywanymi wiek
a7df4a5a5a372af3eed7c488ef7b444d_seg6.wav	4.5	6.0	wielkimi blachami
a7df4a5a5a372af3eed7c488ef7b444d_seg7.wav	5.25	6.75	kurde
a7df4a5a5a372af3eed7c488ef7b444d_seg8.wav	6.0	7.5	Białe ściany
a7df4a5a5a372af3eed7c488ef7b444d_seg9.wav	6.75	8.25	popękane płyty B
a7df4a5a5a372af3eed7c488ef7b444d_seg10.wav	7.5	9.0	betonowe poddasze
a7df4a5a5a372af3eed7c488ef7b444d_seg11.wav	8.25	9.75	naszymi nogami
a7df4a5a5a372af3eed7c488ef7b444d_seg12.wav	9.0	10.5	
9536e1e2d9e0ce38a529dcaad6f672e0_seg0.wav	0.0	1.5	a nuż mnie chwyta
4ee9e29d54eb04e5dd942e7a1e5af4cf_seg0.wav	0.0	1.5	szereg komnat
4ee9e29d54eb04e5dd942e7a1e5af4cf_seg1.wav	0.75	2.25	które zmienia
4ee9e29d54eb04e5dd942e7a1e5af4cf_seg2.wav	1.5	3.0	zmieniają się w cyrk
4ee9e29d54eb04e5dd942e7a1e5af4cf_seg3.wav	2.25	3.75	Podziemne
4ee9e29d54eb04e5dd942e7a1e5af4cf_seg4.wav	3.0	4.5	
2fefb73c1363b7878bf4bd876a4f38dd_seg0.wav	0.0	1.5	Andzia biegnie
2fefb73c1363b7878bf4bd876a4f38dd_seg1.wav	0.75	2.25	nie po ścierkę
2fefb73c1363b7878bf4bd876a4f38dd_seg2.wav	1.5	3.0	
e7df07e635b43b54ad394ef9bf03b0eb_seg0.wav	0.0	1.5	co by to mogło
e7df07e635b43b54ad394ef9bf03b0eb_seg1.wav	0.75	2.25	mogło być
e7df07e635b43b54ad394ef9bf03b0eb_seg2.wav	1.5	3.0	
311d1962df1254c1b112455fe3784f34_seg0.wav	0.0	1.5	znienawidziła
311d1962df1254c1b112455fe3784f34_seg1.wav	0.75	2.25	od razu swój dom
311d1962df1254c1b112455fe3784f34_seg2.wav	1.5	3.0	dom i życie do tych
311d1962df1254c1b112455fe3784f34_seg3.wav	2.25	3.75	dotychczasowe
311d1962df1254c1b112455fe3784f34_seg4.wav	3.0	4.5	
e80b16739e8c0a1da0f582618a21a5a3_seg0.wav	0.0	1.5	jeden tylko
e80b16739e8c0a1da0f582618a21a5a3_seg1.wav	0.75	2.25	tylko Gerwazy za
e80b16739e8c0a1da0f582618a21a5a3_seg2.wav	1.5	3.0	za czasów młodości
e80b16739e8c0a1da0f582618a21a5a3_seg3.wav	2.25	3.75	
85fb2f9eb0315e3a0c099920ce31a05e_seg0.wav	0.0	1.5	podszedł tylko
85fb2f9eb0315e3a0c099920ce31a05e_seg1.wav	0.75	2.25	wykłada dziwaczki
85fb2f9eb0315e3a0c099920ce31a05e_seg2.wav	1.5	3.0	która ciągle się
85fb2f9eb0315e3a0c099920ce31a05e_seg3.wav	2.25	3.75	się na niego gapi
85fb2f9eb0315e3a0c099920ce31a05e_seg4.wav	3.0	4.5	
0889f7927d1850b4007049d6109c6c19_seg0.wav	0.0	1.5	będąc już
0889f7927d1850b4007049d6109c6c19_seg1.wav	0.75	2.25	już niedaleko drzwi
0889f7927d1850b4007049d6109c6c19_seg2.wav	1.5	3.0	drzwi gabinetu jego to
0889f7927d1850b4007049d6109c6c19_seg3.wav	2.25	3.75	towarzyski z
0889f7927d1850b4007049d6109c6c19_seg4.wav	3.0	4.5	No właśnie Prowadź
0889f7927d1850b4007049d6109c6c19_seg5.wav	3.75	5.25	prowadził przyciszony
0889f7927d1850b4007049d6109c6c19_seg6.wav	4.5	6.0	głosem conversa
0889f7927d1850b4007049d6109c6c19_seg7.wav	5.25	6.75	wakacje stało
0889f7927d1850b4007049d6109c6c19_seg8.wav	6.0	7.5	Stało się coś na co
0889f7927d1850b4007049d6109c6c19_seg9.wav	6.75	8.25	o dziwo Jakuba
0889f7927d1850b4007049d6109c6c19_seg10.wav	7.5	9.0	był przygotowany
0889f7927d1850b4007049d6109c6c19_seg11.wav	8.25	9.75	
659ac904eb6ded2d753b9a88d8be411e_seg0.wav	0.0	1.5	niebawem
659ac904eb6ded2d753b9a88d8be411e_seg1.wav	0.75	2.25	profesorowa wrócił
659ac904eb6ded2d753b9a88d8be411e_seg2.wav	1.5	3.0	wróciła
659ac904eb6ded2d753b9a88d8be411e_seg3.wav	2.25	3.75	jakąś 5 przyjeżdża
659ac904eb6ded2d753b9a88d8be411e_seg4.wav	3.0	4.5	grzanek dymiący czek
659ac904eb6ded2d753b9a88d8be411e_seg5.wav	3.75	5.25	czekolady
659ac904eb6ded2d753b9a88d8be411e_seg6.wav	4.5	6.0	
d0e2d48c10ed5aab519e789772e7ecb2_seg0.wav	0.0	1.5	puszcza jeszcze raz
2bb938d8a4e584395ff531891a7ce263_seg0.wav	0.0	1.5	rumieniec wstydu
2bb938d8a4e584395ff531891a7ce263_seg1.wav	0.75	2.25	wstydu wystąpił
2bb938d8a4e584395ff531891a7ce263_seg2.wav	1.5	3.0	mi na twarz
2bb938d8a4e584395ff531891a7ce263_seg3.wav	2.25	3.75	
244fee31c79099daea3042fbb7a84f17_seg0.wav	0.0	1.5	przyczym zbiór test
244fee31c79099daea3042fbb7a84f17_seg1.wav	0.75	2.25	testowy był Rozłącz
244fee31c79099daea3042fbb7a84f17_seg2.wav	1.5	3.0	wyłącznie pod względem
244fee31c79099daea3042fbb7a84f17_seg3.wav	2.25	3.75	względem tożsamości
244fee31c79099daea3042fbb7a84f17_seg4.wav	3.0	4.5	osób czytających
244fee31c79099daea3042fbb7a84f17_seg5.wav	3.75	5.25	zdania
244fee31c79099daea3042fbb7a84f17_seg6.wav	4.5	6.0	natomiast zbiór wali
244fee31c79099daea3042fbb7a84f17_seg7.wav	5.25	6.75	Dębowy
244fee31c79099daea3042fbb7a84f17_seg8.wav	6.0	7.5	wylosowany spośród
244fee31c79099daea3042fbb7a84f17_seg9.wav	6.75	8.25	zbioru treningu
244fee31c79099daea3042fbb7a84f17_seg10.wav	7.5	9.0	migowego
244fee31c79099daea3042fbb7a84f17_seg11.wav	8.25	9.75	
1f6aa74c947a180d7876ccb9819eb216_seg0.wav	0.0	1.5	już musiałem
1f6aa74c947a180d7876ccb9819eb216_seg1.wav	0.75	2.25	zrobimy to tak
1f6aa74c947a180d7876ccb9819eb216_seg2.wav	1.5	3.0	to tak prymitywne że
1f6aa74c947a180d7876ccb9819eb216_seg3.wav	2.25	3.75	rzeczy jak bieganie
1f6aa74c947a180d7876ccb9819eb216_seg4.wav	3.0	4.5	
e7ab8077173b0442f4f5629d69649437_seg0.wav	0.0	1.5	taniec dla mnie
e7ab8077173b0442f4f5629d69649437_seg1.wav	0.75	2.25	najbardziej
e7ab8077173b0442f4f5629d69649437_seg2.wav	1.5	3.0	bezpiecznie dlatego
e7ab8077173b0442f4f5629d69649437_seg3.wav	2.25	3.75	dlatego muszę go znać
e7ab8077173b0442f4f5629d69649437_seg4.wav	3.0	4.5	znać na pamięć
e7ab8077173b0442f4f5629d69649437_seg5.wav	3.75	5.25	
ce1af00bee854da35e32d051589ab718_seg0.wav	0.0	1.5	ubrał się i
ce1af00bee854da35e32d051589ab718_seg1.wav	0.75	2.25	i wyszedł z dormitz
ce1af00bee854da35e32d051589ab718_seg2.wav	1.5	3.0	formikarium
ce1af00bee854da35e32d051589ab718_seg3.wav	2.25	3.75	
5f1f2770e55caa019999030824250f56_seg0.wav	0.0	1.5	najbliższym
5f1f2770e55caa019999030824250f56_seg1.wav	0.75	2.25	czasie nie odważy
5f1f2770e55caa019999030824250f56_seg2.wav	1.5	3.0	marzyliście się też wróć
5f1f2770e55caa019999030824250f56_seg3.wav	2.25	3.75	wrócić na wyspę
5f1f2770e55caa019999030824250f56_seg4.wav	3.0	4.5	
6c0a5cafeb84c1858ceab6c6afe2e8d2_seg0.wav	0.0	1.5	chwycił ją
6c0a5cafeb84c1858ceab6c6afe2e8d2_seg1.wav	0.75	2.25	i począł całować
6c0a5cafeb84c1858ceab6c6afe2e8d2_seg2.wav	1.5	3.0	w milczeniu
6c0a5cafeb84c1858ceab6c6afe2e8d2_seg3.wav	2.25	3.75	
84c40954b6bce49d42506883ccd3b469_seg0.wav	0.0	1.5	czy w szkole jest
84c40954b6bce49d42506883ccd3b469_seg1.wav	0.75	2.25	przyjemnie
84c40954b6bce49d42506883ccd3b469_seg2.wav	1.5	3.0	nie
84c40954b6bce49d42506883ccd3b469_seg3.wav	2.25	3.75	
45aad3154d271e13695f54ac4f4cb752_seg0.wav	0.0	1.5	spojrzała na
45aad3154d271e13695f54ac4f4cb752_seg1.wav	0.75	2.25	wielki zegar z
45aad3154d271e13695f54ac4f4cb752_seg2.wav	1.5	3.0	kółko
45aad3154d271e13695f54ac4f4cb752_seg3.wav	2.25	3.75	o której wiszą nad drzwi
45aad3154d271e13695f54ac4f4cb752_seg4.wav	3.0	4.5	drzwiami już
45aad3154d271e13695f54ac4f4cb752_seg5.wav	3.75	5.25	już miała dość do
45aad3154d271e13695f54ac4f4cb752_seg6.wav	4.5	6.0	wniosku że dziś
45aad3154d271e13695f54ac4f4cb752_seg7.wav	5.25	6.75	dzisiejszego dnia AGD
45aad3154d271e13695f54ac4f4cb752_seg8.wav	6.0	7.5	również nie
45aad3154d271e13695f54ac4f4cb752_seg9.wav	6.75	8.25	nie pojawił się w pracy
45aad3154d271e13695f54ac4f4cb752_seg10.wav	7.5	9.0	usłyszała po
45aad3154d271e13695f54ac4f4cb752_seg11.wav	8.25	9.75	pukanie
45aad3154d271e13695f54ac4f4cb752_seg12.wav	9.0	10.5	
f7703fe3523a82aa5cf0746665f023d6_seg0.wav	0.0	1.5	niech ci będzie pan
f7703fe3523a82aa5cf0746665f023d6_seg1.wav	0.75	2.25	Panie Darek
f7703fe3523a82aa5cf0746665f023d6_seg2.wav	1.5	3.0	
86793d3a7c9ff10018d34abdf087dc7d_seg0.wav	0.0	1.5	filozofia
86793d3a7c9ff10018d34abdf087dc7d_seg1.wav	0.75	2.25	heidegger
86793d3a7c9ff10018d34abdf087dc7d_seg2.wav	1.5	3.0	Duster
86793d3a7c9ff10018d34abdf087dc7d_seg3.wav	2.25	3.75	Aster
86793d3a7c9ff10018d34abdf087dc7d_seg4.wav	3.0	4.5	logistyk
86793d3a7c9ff10018d34abdf087dc7d_seg5.wav	3.75	5.25	mistycy
86793d3a7c9ff10018d34abdf087dc7d_seg6.wav	4.5	6.0	
5138174c0591e72820db1bcd888fed4b_seg0.wav	0.0	1.5	wydawało mi się
5138174c0591e72820db1bcd888fed4b_seg1.wav	0.75	2.25	że gdy ją
5138174c0591e72820db1bcd888fed4b_seg2.wav	1.5	3.0	straci umrze
5138174c0591e72820db1bcd888fed4b_seg3.wav	2.25	3.75	umrze
f7ccbef556b18b221e5e92f211b92826_seg0.wav	0.0	1.5	teraz za to do
f7ccbef556b18b221e5e92f211b92826_seg1.wav	0.75	2.25	co dolega coraz do
f7ccbef556b18b221e5e92f211b92826_seg2.wav	1.5	3.0	dokuczliwy
f7ccbef556b18b221e5e92f211b92826_seg3.wav	2.25	3.75	
370dd9fe4000ffea4016fbd93ec12463_seg0.wav	0.0	1.5	zakładał
370dd9fe4000ffea4016fbd93ec12463_seg1.wav	0.75	2.25	że w inny dzień
370dd9fe4000ffea4016fbd93ec12463_seg2.wav	1.5	3.0	zmieniłbyś
370dd9fe4000ffea4016fbd93ec12463_seg3.wav	2.25	3.75	stacja lub po prostu
370dd9fe4000ffea4016fbd93ec12463_seg4.wav	3.0	4.5	po prostu wyłączył z
370dd9fe4000ffea4016fbd93ec12463_seg5.wav	3.75	5.25	sprzęt
370dd9fe4000ffea4016fbd93ec12463_seg6.wav	4.5	6.0	
f095fb4c2bdeac5fa0227221bb0081a1_seg0.wav	0.0	1.5	była noc
fe8b88af7328967c5db24ee6d82cd8bf_seg0.wav	0.0	1.5	olbrzymie
fe8b88af7328967c5db24ee6d82cd8bf_seg1.wav	0.75	2.25	bijące się kraty
fe8b88af7328967c5db24ee6d82cd8bf_seg2.wav	1.5	3.0	Zielonka
fe8b88af7328967c5db24ee6d82cd8bf_seg3.wav	2.25	3.75	kawę odległość
fe8b88af7328967c5db24ee6d82cd8bf_seg4.wav	3.0	4.5	światło
fe8b88af7328967c5db24ee6d82cd8bf_seg5.wav	3.75	5.25	
d899060cd441b627e04ab0fcee025efa_seg0.wav	0.0	1.5	pogadamy po kolei
d899060cd441b627e04ab0fcee025efa_seg1.wav	0.75	2.25	kolejnych rozgrywkach
d899060cd441b627e04ab0fcee025efa_seg2.wav	1.5	3.0	
bb13d480bfec63d3b7ae39e09aeb73fe_seg0.wav	0.0	1.5	czy mogę mieć Pro
bb13d480bfec63d3b7ae39e09aeb73fe_seg1.wav	0.75	2.25	prośbę
bb13d480bfec63d3b7ae39e09aeb73fe_seg2.wav	1.5	3.0	
e949015c514c2cb83b3415ec5862185c_seg0.wav	0.0	1.5	wszyscy razem
e949015c514c2cb83b3415ec5862185c_seg1.wav	0.75	2.25	udali się do Izy
e949015c514c2cb83b3415ec5862185c_seg2.wav	1.5	3.0	rudy opata
e949015c514c2cb83b3415ec5862185c_seg3.wav	2.25	3.75	
26fae38f7a51cdd738a1b97746dbd6aa_seg0.wav	0.0	1.5	w końcu
26fae38f7a51cdd738a1b97746dbd6aa_seg1.wav	0.75	2.25	spełniło by się jego
26fae38f7a51cdd738a1b97746dbd6aa_seg2.wav	1.5	3.0	jego marzenie już
26fae38f7a51cdd738a1b97746dbd6aa_seg3.wav	2.25	3.75	już nie wstawał bo od
26fae38f7a51cdd738a1b97746dbd6aa_seg4.wav	3.0	4.5	grupy a i
26fae38f7a51cdd738a1b97746dbd6aa_seg5.wav	3.75	5.25	a inni którzy za
26fae38f7a51cdd738a1b97746dbd6aa_seg6.wav	4.5	6.0	za blondynem nie
26fae38f7a51cdd738a1b97746dbd6aa_seg7.wav	5.25	6.75	przepadali a wiedzieć
26fae38f7a51cdd738a1b97746dbd6aa_seg8.wav	6.0	7.5	wiedzieli że tego nie pod
26fae38f7a51cdd738a1b97746dbd6aa_seg9.wav	6.75	8.25	potrafi Niemiec
26fae38f7a51cdd738a1b97746dbd6aa_seg10.wav	7.5	9.0	mieliby możliwości
26fae38f7a51cdd738a1b97746dbd6aa_seg11.wav	8.25	9.75	dokuczania mu
26fae38f7a51cdd738a1b97746dbd6aa_seg12.wav	9.0	10.5	
3a6027d7c3a3ddf4350459b1c25e2d07_seg0.wav	0.0	1.5	Znajdujecie cię
3a6027d7c3a3ddf4350459b1c25e2d07_seg1.wav	0.75	2.25	ciało
b797625d1ae702ed850a80a07c8e8732_seg0.wav	0.0	1.5	przecież jej
b797625d1ae702ed850a80a07c8e8732_seg1.wav	0.75	2.25	się nie zabroni
b797625d1ae702ed850a80a07c8e8732_seg2.wav	1.5	3.0	
3ca4cfad655e292cb6a370b27d132eb2_seg0.wav	0.0	1.5	Inaczej rzecz się ma
3ca4cfad655e292cb6a370b27d132eb2_seg1.wav	0.75	2.25	Siema z alkoholem
3ca4cfad655e292cb6a370b27d132eb2_seg2.wav	1.5	3.0	w małych dawkach
3ca4cfad655e292cb6a370b27d132eb2_seg3.wav	2.25	3.75	a ty nikotyną
3ca4cfad655e292cb6a370b27d132eb2_seg4.wav	3.0	4.5	
6e63e1d44bd7e9a970a17a83232d04d7_seg0.wav	0.0	1.5	ileś pisał
6e63e1d44bd7e9a970a17a83232d04d7_seg1.wav	0.75	2.25	pisał hannibalu
6e63e1d44bd7e9a970a17a83232d04d7_seg2.wav	1.5	3.0	
dd6f69f47aa634053a792fffce55503f_seg0.wav	0.0	1.5	może to sprzyja
dd6f69f47aa634053a792fffce55503f_seg1.wav	0.75	2.25	przyjaciele nie pracy
dd6f69f47aa634053a792fffce55503f_seg2.wav	1.5	3.0	mechanicznej
dd6f69f47aa634053a792fffce55503f_seg3.wav	2.25	3.75	niewymagające
dd6f69f47aa634053a792fffce55503f_seg4.wav	3.0	4.5	twórczego wisi
dd6f69f47aa634053a792fffce55503f_seg5.wav	3.75	5.25	wysiłku
dd6f69f47aa634053a792fffce55503f_seg6.wav	4.5	6.0	
c2827fbe84af914c16172474f757f3af_seg0.wav	0.0	1.5	słuchaj
c2827fbe84af914c16172474f757f3af_seg1.wav	0.75	2.25	chrześcijanina
c2827fbe84af914c16172474f757f3af_seg2.wav	1.5	3.0	katolik Postal
c2827fbe84af914c16172474f757f3af_seg3.wav	2.25	3.75	ale nie to samo
c2827fbe84af914c16172474f757f3af_seg4.wav	3.0	4.5	
8d014af6cf499dd410ccfe141a862709_seg0.wav	0.0	1.5	świętuj
8d014af6cf499dd410ccfe141a862709_seg1.wav	0.75	2.25	Pochwal się wszystkim
8d014af6cf499dd410ccfe141a862709_seg2.wav	1.5	3.0	Steam
7f7c382cbb720245133cc2cf89db24cf_seg0.wav	0.0	1.5	najwidoczniej
7f7c382cbb720245133cc2cf89db24cf_seg1.wav	0.75	2.25	w obyciu była cała
7f7c382cbb720245133cc2cf89db24cf_seg2.wav	1.5	3.0	całkowicie inna
7f7c382cbb720245133cc2cf89db24cf_seg3.wav	2.25	3.75	
16700c672dfa4a3b34875cdf9cc8a027_seg0.wav	0.0	1.5	zawsze Rzucała
16700c672dfa4a3b34875cdf9cc8a027_seg1.wav	0.75	2.25	tex tematyka
